siteName,theme,industry,colorScheme,localDesign,referoUrl
Dyson,light,other,light,docs/refero/styles/dyson-96845df2/DESIGN.md,https://styles.refero.design/style/96845df2-7ddb-420a-814e-c339f95a6554
Stykka,light,design,light,docs/refero/styles/stykka-b43fdb3c/DESIGN.md,https://styles.refero.design/style/b43fdb3c-85e9-4282-9262-1d3deb4b679d
Gamma,dark,crypto,dark,docs/refero/styles/gamma-4782832c/DESIGN.md,https://styles.refero.design/style/4782832c-1c23-4fe3-997c-2a08d7b6c5d1
Apollo,light,saas,light,docs/refero/styles/apollo-3963a727/DESIGN.md,https://styles.refero.design/style/3963a727-8dec-4308-80c0-3ae198d15b87
Lattice,light,saas,light,docs/refero/styles/lattice-cbb335e5/DESIGN.md,https://styles.refero.design/style/cbb335e5-c8df-49be-a0fc-0ec5dfa0d61f
replit,light,ai,light,docs/refero/styles/replit-c556ab50/DESIGN.md,https://styles.refero.design/style/c556ab50-a242-4854-9395-450c0004bac5
nabr,light,other,light,docs/refero/styles/nabr-4719adfd/DESIGN.md,https://styles.refero.design/style/4719adfd-b9a9-4c25-9be2-8a7fb88a2621
15five,light,saas,light,docs/refero/styles/15five-88a00b3e/DESIGN.md,https://styles.refero.design/style/88a00b3e-1c1e-49d3-ae0f-9fbc1f35ad99
Jakub Reis,light,design,light,docs/refero/styles/jakub-reis-3af36935/DESIGN.md,https://styles.refero.design/style/3af36935-8383-49e7-857e-9fb5caa06966
Evernote,light,productivity,light,docs/refero/styles/evernote-0c0b6140/DESIGN.md,https://styles.refero.design/style/0c0b6140-2b6c-44f8-8bba-4ecfcadba420
10X HUB,mixed,agency,both,docs/refero/styles/10x-hub-4acc13a0/DESIGN.md,https://styles.refero.design/style/4acc13a0-c553-40d7-b78d-a9b6a4e94486
Runway,light,fintech,light,docs/refero/styles/runway-874aaea0/DESIGN.md,https://styles.refero.design/style/874aaea0-c718-454e-8a58-f3beed1284ec
Jeton,light,fintech,light,docs/refero/styles/jeton-1f32d914/DESIGN.md,https://styles.refero.design/style/1f32d914-6fdd-4692-b4fc-fcee2c414766
Leo Natsume,light,design,light,docs/refero/styles/leo-natsume-80085ab0/DESIGN.md,https://styles.refero.design/style/80085ab0-3123-4bf3-85e0-ea9a1438c2ab
Auros,dark,fintech,dark,docs/refero/styles/auros-21cfe0c1/DESIGN.md,https://styles.refero.design/style/21cfe0c1-778d-4613-9f47-a5718eb929b3
Glein,light,ecommerce,light,docs/refero/styles/glein-2e4ce685/DESIGN.md,https://styles.refero.design/style/2e4ce685-9f49-47a3-9577-bc4f196bd8f7
Megan Perkins,dark,design,dark,docs/refero/styles/megan-perkins-aa3fecc4/DESIGN.md,https://styles.refero.design/style/aa3fecc4-3017-4b7a-8969-c36ba4dcd91d
Samara,light,agency,light,docs/refero/styles/samara-934a61aa/DESIGN.md,https://styles.refero.design/style/934a61aa-50ff-4e90-852b-4ad0b8262d54
SoundCloud,dark,media,dark,docs/refero/styles/soundcloud-35f89ccd/DESIGN.md,https://styles.refero.design/style/35f89ccd-614d-4f8f-9cce-bb94309df237
Rainbow,light,crypto,light,docs/refero/styles/rainbow-1680693c/DESIGN.md,https://styles.refero.design/style/1680693c-aed8-47e8-917a-04eb89497b09
X (formerly Twitter),light,media,light,docs/refero/styles/x-formerly-twitter-655340ae/DESIGN.md,https://styles.refero.design/style/655340ae-abff-4a90-8545-8feb62411f68
Taiki Murayama,light,design,light,docs/refero/styles/taiki-murayama-6b3d1095/DESIGN.md,https://styles.refero.design/style/6b3d1095-2e60-4e7a-a4e2-eb4bf67e5d1f
Tailscale,light,devtools,light,docs/refero/styles/tailscale-5b679fb6/DESIGN.md,https://styles.refero.design/style/5b679fb6-8d53-402d-a77b-c88bfb397623
Handsome Frank,light,design,light,docs/refero/styles/handsome-frank-19d4103a/DESIGN.md,https://styles.refero.design/style/19d4103a-9f4a-49f0-ad7d-af6588bab904
Daniel Triendl,light,design,light,docs/refero/styles/daniel-triendl-14f10100/DESIGN.md,https://styles.refero.design/style/14f10100-a102-427a-88d1-7cc80cbb332d
Teachable,light,other,light,docs/refero/styles/teachable-491fbae1/DESIGN.md,https://styles.refero.design/style/491fbae1-feb2-4784-b1e1-24c53a2bf179
Descript,mixed,media,both,docs/refero/styles/descript-fe955d4a/DESIGN.md,https://styles.refero.design/style/fe955d4a-c56d-4ab0-a6b3-8d985ab9570c
Deel,mixed,saas,both,docs/refero/styles/deel-5ec4eb4f/DESIGN.md,https://styles.refero.design/style/5ec4eb4f-a37c-4787-b4c1-de49e01770e7
Pinterest,light,media,light,docs/refero/styles/pinterest-8ff3bfb4/DESIGN.md,https://styles.refero.design/style/8ff3bfb4-6f5e-4e07-83be-56e62ce80d2f
Busuu,light,other,light,docs/refero/styles/busuu-72b85d0a/DESIGN.md,https://styles.refero.design/style/72b85d0a-1ff8-4dd3-b33a-f55aad6df5c9
Holographik,dark,design,dark,docs/refero/styles/holographik-f46616d6/DESIGN.md,https://styles.refero.design/style/f46616d6-5138-408b-a29d-b6749a6f3b04
Bumble,light,other,light,docs/refero/styles/bumble-f32595cf/DESIGN.md,https://styles.refero.design/style/f32595cf-478e-4ccd-8722-0daffa693d76
Enter GmbH,light,other,light,docs/refero/styles/enter-gmbh-87da9872/DESIGN.md,https://styles.refero.design/style/87da9872-f6cc-4354-bf6a-1c02f0394d45
Finn,light,ecommerce,light,docs/refero/styles/finn-07546cf0/DESIGN.md,https://styles.refero.design/style/07546cf0-b9df-49dd-9da9-319d7a654703
v0 by Vercel,light,ai,light,docs/refero/styles/v0-by-vercel-50aa2b8e/DESIGN.md,https://styles.refero.design/style/50aa2b8e-4760-4379-a3c1-59b65d8576a7
Obsidian,dark,productivity,dark,docs/refero/styles/obsidian-e793a53c/DESIGN.md,https://styles.refero.design/style/e793a53c-537e-46b0-881d-b15b63b9ff26
Itsnicethat,light,media,light,docs/refero/styles/itsnicethat-3e70af05/DESIGN.md,https://styles.refero.design/style/3e70af05-a07f-4c11-98ca-6ecb4765e967
School,light,other,light,docs/refero/styles/school-a521abb9/DESIGN.md,https://styles.refero.design/style/a521abb9-d84b-4870-b5a8-363be7c3f94a
ClassPass,light,other,light,docs/refero/styles/classpass-5596b7f9/DESIGN.md,https://styles.refero.design/style/5596b7f9-09aa-4073-b283-4731425896e1
Dock,light,saas,light,docs/refero/styles/dock-d7fb1721/DESIGN.md,https://styles.refero.design/style/d7fb1721-1878-4cbb-a24b-051800557c75
Wayfinder,dark,media,dark,docs/refero/styles/wayfinder-d9fbc68b/DESIGN.md,https://styles.refero.design/style/d9fbc68b-0d42-4c09-829d-1207b781f46a
Home,light,design,light,docs/refero/styles/home-ad529e8a/DESIGN.md,https://styles.refero.design/style/ad529e8a-3427-4152-bed9-6ec5097f25b6
COLLINS,light,agency,light,docs/refero/styles/collins-cf733c2a/DESIGN.md,https://styles.refero.design/style/cf733c2a-dca1-46af-b41d-5e1d354e4297
Diabla,light,ecommerce,light,docs/refero/styles/diabla-5528d10f/DESIGN.md,https://styles.refero.design/style/5528d10f-2e7d-4502-aa49-7bde290e8fe2
Monarch,light,fintech,light,docs/refero/styles/monarch-a9dd8050/DESIGN.md,https://styles.refero.design/style/a9dd8050-c03a-4901-b7fa-a9cc0ca54812
Fable,light,media,light,docs/refero/styles/fable-ab650279/DESIGN.md,https://styles.refero.design/style/ab650279-aa18-43e5-a998-34190d7bedc7
Ezekiel Aquino,light,design,light,docs/refero/styles/ezekiel-aquino-d6be921b/DESIGN.md,https://styles.refero.design/style/d6be921b-d52d-4cc0-b527-431685a0bf50
Vacation®,light,ecommerce,light,docs/refero/styles/vacation-a0392801/DESIGN.md,https://styles.refero.design/style/a0392801-aa0f-4c0c-81e1-4e1684eb832a
HBO Max,dark,media,dark,docs/refero/styles/hbo-max-898f0127/DESIGN.md,https://styles.refero.design/style/898f0127-d235-4832-bf33-ab21104f0529
Assembly Coffee London,dark,ecommerce,dark,docs/refero/styles/assembly-coffee-london-8288950a/DESIGN.md,https://styles.refero.design/style/8288950a-2731-44fd-85ef-211aecd8091d
Wrike,light,productivity,light,docs/refero/styles/wrike-e1c7cab3/DESIGN.md,https://styles.refero.design/style/e1c7cab3-dae7-47c3-bb2c-c8f616a8124f
Play,light,design,light,docs/refero/styles/play-6f8a45e4/DESIGN.md,https://styles.refero.design/style/6f8a45e4-d1a4-4b6d-b857-a4dc70dd1b52
Status,dark,crypto,dark,docs/refero/styles/status-4ce66adb/DESIGN.md,https://styles.refero.design/style/4ce66adb-ed8b-4e71-8066-15d92c4d2be0
Rarible,dark,crypto,dark,docs/refero/styles/rarible-44c69f5d/DESIGN.md,https://styles.refero.design/style/44c69f5d-68bf-4507-8f00-e6aa1c96246b
MekaVerse,dark,crypto,dark,docs/refero/styles/mekaverse-09e43758/DESIGN.md,https://styles.refero.design/style/09e43758-12c5-4a2b-8ae8-ded156ef66bf
Datalands,dark,design,dark,docs/refero/styles/datalands-a7530405/DESIGN.md,https://styles.refero.design/style/a7530405-e523-4268-bba5-ef13549fd61c
Zapier,light,saas,light,docs/refero/styles/zapier-63295283/DESIGN.md,https://styles.refero.design/style/63295283-c1a3-4adb-891a-d1365a47a50b
Limón,dark,ecommerce,dark,docs/refero/styles/limon-f1b6a7d6/DESIGN.md,https://styles.refero.design/style/f1b6a7d6-1ecb-4f1c-95b0-e03323363999
Basedash,dark,ai,dark,docs/refero/styles/basedash-77b723ca/DESIGN.md,https://styles.refero.design/style/77b723ca-9583-4349-9b5e-2ef8b4fde002
Freytag Anderson,dark,design,dark,docs/refero/styles/freytag-anderson-2d4fc4ba/DESIGN.md,https://styles.refero.design/style/2d4fc4ba-2ea4-465f-8644-f3ff5c6713a2
Souss Furniture,light,ecommerce,light,docs/refero/styles/souss-furniture-ab21710e/DESIGN.md,https://styles.refero.design/style/ab21710e-a1bd-49ef-8645-29ffd3f6154c
Break Maiden,dark,agency,dark,docs/refero/styles/break-maiden-02610b06/DESIGN.md,https://styles.refero.design/style/02610b06-d16e-47bd-a1ea-18979a9ed4f5
Fable & Mane,light,ecommerce,light,docs/refero/styles/fable-and-mane-7ad912fd/DESIGN.md,https://styles.refero.design/style/7ad912fd-e690-46e4-a5e5-e5b60be2dd70
Heart Aerospace,light,other,light,docs/refero/styles/heart-aerospace-bf523387/DESIGN.md,https://styles.refero.design/style/bf523387-03fc-4243-86ca-25af34daa0ce
ivee,light,other,light,docs/refero/styles/ivee-b9bc05e4/DESIGN.md,https://styles.refero.design/style/b9bc05e4-7778-4f3b-9aa5-55a671d389e3
Klarna,light,fintech,light,docs/refero/styles/klarna-49dba9e1/DESIGN.md,https://styles.refero.design/style/49dba9e1-0d9d-4997-805a-bfea7525252d
Nubank,light,fintech,light,docs/refero/styles/nubank-f1a2100a/DESIGN.md,https://styles.refero.design/style/f1a2100a-7cda-4787-b8af-5c5edcfcdff0
Max Yinger,dark,agency,dark,docs/refero/styles/max-yinger-a7891223/DESIGN.md,https://styles.refero.design/style/a7891223-a93e-4731-a1aa-4079f1ee928b
Zipline,light,other,light,docs/refero/styles/zipline-4a248569/DESIGN.md,https://styles.refero.design/style/4a248569-2b5a-4416-bb2a-c78890218b9f
Depanneur,light,other,light,docs/refero/styles/depanneur-e31a4832/DESIGN.md,https://styles.refero.design/style/e31a4832-5039-48d5-9f7b-66645409e42f
Fornasetti Profumi ASMR Rooms,dark,other,dark,docs/refero/styles/fornasetti-profumi-asmr-rooms-d9fca67f/DESIGN.md,https://styles.refero.design/style/d9fca67f-0b4c-4ba5-ab95-2b3b1018d5a3
Monotype.,light,design,light,docs/refero/styles/monotype-be5cf0d7/DESIGN.md,https://styles.refero.design/style/be5cf0d7-fc29-4b7f-bf86-f87185b122fc
Partiful,light,saas,light,docs/refero/styles/partiful-6db1057d/DESIGN.md,https://styles.refero.design/style/6db1057d-3457-4173-9184-df160415f060
Craft Docs,light,productivity,light,docs/refero/styles/craft-docs-9f228e72/DESIGN.md,https://styles.refero.design/style/9f228e72-997a-4410-9190-68359028e3d0
Free Resume Builder,light,productivity,light,docs/refero/styles/free-resume-builder-41e65213/DESIGN.md,https://styles.refero.design/style/41e65213-1c4a-41c4-b715-50427fa8926e
Eventbrite,light,media,light,docs/refero/styles/eventbrite-1fa0d9da/DESIGN.md,https://styles.refero.design/style/1fa0d9da-966f-4d43-9775-e156bec3a3b3
Aurora,light,ai,light,docs/refero/styles/aurora-fe7b8533/DESIGN.md,https://styles.refero.design/style/fe7b8533-f56b-46bd-8713-f18886a1e986
Seksy Planety,dark,media,dark,docs/refero/styles/seksy-planety-e6021cb7/DESIGN.md,https://styles.refero.design/style/e6021cb7-8b25-4f0b-9854-5839ec040fa2
bella Kitchen Appliances,light,ecommerce,light,docs/refero/styles/bella-kitchen-appliances-e327d332/DESIGN.md,https://styles.refero.design/style/e327d332-270d-4779-a55c-cd82b8624d2a
Dennis Snellenberg,dark,design,dark,docs/refero/styles/dennis-snellenberg-28e8e762/DESIGN.md,https://styles.refero.design/style/28e8e762-8d8c-4e88-84ed-858f9917cb58
HOC Radio,dark,media,dark,docs/refero/styles/hoc-radio-e03e957e/DESIGN.md,https://styles.refero.design/style/e03e957e-eb5b-45d5-8944-2650dafab3c9
Reducto,light,ai,light,docs/refero/styles/reducto-af55f85e/DESIGN.md,https://styles.refero.design/style/af55f85e-1c82-44c1-a8d0-32634bfa6296
WePresent,dark,media,dark,docs/refero/styles/wepresent-1203f8b5/DESIGN.md,https://styles.refero.design/style/1203f8b5-f7ef-4960-96c1-145143909910
Winamp,light,media,light,docs/refero/styles/winamp-bc4b4dee/DESIGN.md,https://styles.refero.design/style/bc4b4dee-8b32-494c-9a2d-d56fcd450b79
Drop,light,saas,light,docs/refero/styles/drop-36d939b8/DESIGN.md,https://styles.refero.design/style/36d939b8-e3b5-45c7-8d81-f7c4d7c8fdaa
Hudson Gavin Martin,light,agency,light,docs/refero/styles/hudson-gavin-martin-fece962d/DESIGN.md,https://styles.refero.design/style/fece962d-a580-4365-8afd-c9905a2502b1
Minymon,light,other,light,docs/refero/styles/minymon-c8c8e820/DESIGN.md,https://styles.refero.design/style/c8c8e820-a40e-416f-a4b9-f608bf17507c
Mews,light,other,light,docs/refero/styles/mews-6b2777fd/DESIGN.md,https://styles.refero.design/style/6b2777fd-7021-4a96-add3-ec4a32374214
Canva,light,design,light,docs/refero/styles/canva-17d0a00e/DESIGN.md,https://styles.refero.design/style/17d0a00e-5de6-48c7-9f3b-25b04f7dab4c
San Rita,dark,agency,dark,docs/refero/styles/san-rita-f6b396e6/DESIGN.md,https://styles.refero.design/style/f6b396e6-0ad6-402e-9ab9-0034df0d204d
Deno,light,devtools,light,docs/refero/styles/deno-973dcf14/DESIGN.md,https://styles.refero.design/style/973dcf14-2237-4346-81af-3d8c811666c2
Turso,dark,devtools,dark,docs/refero/styles/turso-5a7ec81f/DESIGN.md,https://styles.refero.design/style/5a7ec81f-03b6-4d21-a706-0d1d323d8899
Spring/Summer,light,agency,light,docs/refero/styles/spring-summer-d56508d7/DESIGN.md,https://styles.refero.design/style/d56508d7-c307-47f7-ad30-052e5a69f01f
Silencio,light,agency,light,docs/refero/styles/silencio-e67ac20e/DESIGN.md,https://styles.refero.design/style/e67ac20e-6497-4756-b7e2-17859a794fb6
Channel Studio,dark,design,dark,docs/refero/styles/channel-studio-4c19bf7b/DESIGN.md,https://styles.refero.design/style/4c19bf7b-d5e8-4e2a-b3e3-69a9bde19b7a
Photographer,light,design,light,docs/refero/styles/photographer-837ba115/DESIGN.md,https://styles.refero.design/style/837ba115-568f-4ada-8182-3dc100c8b3e4
The Game Awards Microverse,dark,media,dark,docs/refero/styles/the-game-awards-microverse-63e985f6/DESIGN.md,https://styles.refero.design/style/63e985f6-1f1a-4c6e-a5ec-497ced38a7a7
Yinka Ilori Studio,light,design,light,docs/refero/styles/yinka-ilori-studio-deccaba1/DESIGN.md,https://styles.refero.design/style/deccaba1-8d53-4a82-b4c7-e2b99a3dc326
Vizcom,dark,ai,dark,docs/refero/styles/vizcom-d16b85ee/DESIGN.md,https://styles.refero.design/style/d16b85ee-0bbc-4030-9190-71e1408ff119
Qatalog,light,ai,light,docs/refero/styles/qatalog-7eed2626/DESIGN.md,https://styles.refero.design/style/7eed2626-ab11-472c-b04a-603476ff8957
Lens,light,crypto,light,docs/refero/styles/lens-63c0e759/DESIGN.md,https://styles.refero.design/style/63c0e759-3175-4f62-a8e3-b9e285f9e998
Michael Wandelmaier,dark,design,dark,docs/refero/styles/michael-wandelmaier-5b405eec/DESIGN.md,https://styles.refero.design/style/5b405eec-67ba-4dd0-8dab-ace000151a78
Shade,light,media,light,docs/refero/styles/shade-e549766e/DESIGN.md,https://styles.refero.design/style/e549766e-b8b1-48a2-bd72-8cc04e9e4e9d
Apple,light,ecommerce,light,docs/refero/styles/apple-aecac5da/DESIGN.md,https://styles.refero.design/style/aecac5da-f397-4ddf-b71f-de1efc434cb8
YouTube,light,media,light,docs/refero/styles/youtube-8fc58a26/DESIGN.md,https://styles.refero.design/style/8fc58a26-47be-406e-8429-37925551c0ec
Immersive Garden,light,agency,light,docs/refero/styles/immersive-garden-0b285f89/DESIGN.md,https://styles.refero.design/style/0b285f89-599f-4d6e-b7cd-3f39abac80c6
Ditto,light,productivity,light,docs/refero/styles/ditto-2db41cd9/DESIGN.md,https://styles.refero.design/style/2db41cd9-c898-4f59-b704-3042c0d87f45
Little Amps,light,ecommerce,light,docs/refero/styles/little-amps-ca522706/DESIGN.md,https://styles.refero.design/style/ca522706-03ed-48cb-acb3-1bb2a22f2eda
Subset,light,ecommerce,light,docs/refero/styles/subset-a4dcee26/DESIGN.md,https://styles.refero.design/style/a4dcee26-dd31-415a-ac99-64299959e7f1
Braintrust AIR,light,ai,light,docs/refero/styles/braintrust-air-64aadcc7/DESIGN.md,https://styles.refero.design/style/64aadcc7-f884-41ea-9b0b-a90dfc10c9ec
Afterglo,light,ecommerce,light,docs/refero/styles/afterglo-b13069df/DESIGN.md,https://styles.refero.design/style/b13069df-7475-4b51-a734-621e3da75f8b
ARTWORLD,dark,design,dark,docs/refero/styles/artworld-bab94db1/DESIGN.md,https://styles.refero.design/style/bab94db1-25ec-459d-8c81-5905a0324b65
Drepute,dark,other,dark,docs/refero/styles/drepute-523d3e7b/DESIGN.md,https://styles.refero.design/style/523d3e7b-b0a2-4979-a626-00f1487b6e4d
Front,dark,saas,dark,docs/refero/styles/front-3281b445/DESIGN.md,https://styles.refero.design/style/3281b445-805b-4dc7-933f-42b544a6d798
Endless,light,design,light,docs/refero/styles/endless-da316896/DESIGN.md,https://styles.refero.design/style/da316896-0121-433a-8188-e785ce7eac68
KidSuper World,light,agency,light,docs/refero/styles/kidsuper-world-5f953a7e/DESIGN.md,https://styles.refero.design/style/5f953a7e-c8e9-4e71-872f-4e7ffb7e7264
Victor Cango,light,design,light,docs/refero/styles/victor-cango-66fdf7a4/DESIGN.md,https://styles.refero.design/style/66fdf7a4-7d28-452e-88ec-c84e49b3ae6f
Varo Bank,light,fintech,light,docs/refero/styles/varo-bank-2c05cf8d/DESIGN.md,https://styles.refero.design/style/2c05cf8d-97c5-4f35-96ef-eb53fc03ea81
WhatsApp.com,light,media,light,docs/refero/styles/whatsapp-com-a643f3a0/DESIGN.md,https://styles.refero.design/style/a643f3a0-6c99-4076-b03f-6f0691c21bd0
mire·studio,dark,design,dark,docs/refero/styles/mire-studio-e450c31c/DESIGN.md,https://styles.refero.design/style/e450c31c-ccda-490e-a749-13f6eacd3527
parker-studio,light,design,light,docs/refero/styles/parker-studio-75270aed/DESIGN.md,https://styles.refero.design/style/75270aed-5ae1-4f41-80df-1b137dc0916a
Tokyo Digital,dark,agency,dark,docs/refero/styles/tokyo-digital-9c918457/DESIGN.md,https://styles.refero.design/style/9c918457-272b-4ab7-a5f1-f7446400cec3
Beautiful™,light,ecommerce,light,docs/refero/styles/beautifultm-8e1c35bf/DESIGN.md,https://styles.refero.design/style/8e1c35bf-f0e8-4889-b869-d9883bb76767
Fidèle Editions,light,ecommerce,light,docs/refero/styles/fidele-editions-957da5c3/DESIGN.md,https://styles.refero.design/style/957da5c3-7063-4992-9d25-e255752dc9b3
Palmer,light,ecommerce,light,docs/refero/styles/palmer-7cae43cd/DESIGN.md,https://styles.refero.design/style/7cae43cd-dd0e-4658-86e6-d66935cfb213
Join Parker,light,fintech,light,docs/refero/styles/join-parker-f08f9870/DESIGN.md,https://styles.refero.design/style/f08f9870-2018-4c0b-80d4-0b2e525ff49c
ISO Meet,light,design,light,docs/refero/styles/iso-meet-c11797c6/DESIGN.md,https://styles.refero.design/style/c11797c6-ceb2-4b57-a0ea-0c349d13b38c
Mobbin,light,design,light,docs/refero/styles/mobbin-ef44a995/DESIGN.md,https://styles.refero.design/style/ef44a995-6745-4dc7-86ab-f7227f108f81
VALIENTE BRANDS,light,agency,light,docs/refero/styles/valiente-brands-f63bf016/DESIGN.md,https://styles.refero.design/style/f63bf016-5b53-4ddf-9f8c-da43f75a9e2b
Active Theory,dark,agency,dark,docs/refero/styles/active-theory-3416bd14/DESIGN.md,https://styles.refero.design/style/3416bd14-96bb-4c23-bd01-b2ea178ba5ce
Buildinamsterdam,mixed,agency,both,docs/refero/styles/buildinamsterdam-df452116/DESIGN.md,https://styles.refero.design/style/df452116-6b43-4963-991b-ebae892c8dc1
Lusion,light,agency,light,docs/refero/styles/lusion-1b44386e/DESIGN.md,https://styles.refero.design/style/1b44386e-31a8-40b0-a577-27c088b51264
